Dep髎ito;Partida;Secuencia;Desde;Lote;Vencimiento;Producto;Medida;Secuencia modif;Partida completa;Linea;Categoria
MATERIAL VENCIDO FEMANI;70460;1;31/01/2024;0011049390;31/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;704600001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;70459;1;18/04/2024;0011168167;13/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;704590001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;70458;1;18/04/2024;0011168167;13/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;704580001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82419;2;20/08/2024;0011363665;18/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0002;824190002;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82419;1;20/08/2024;0011363665;18/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;824190001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82420;4;11/07/2024;0011301837;08/07/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0004;824200004;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82420;3;23/07/2024;0011301837;08/07/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0003;824200003;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;47755;1;09/03/2022;0010169879;09/03/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;477550001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;73114;1;18/04/2024;0011168167;13/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;731140001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;73115;1;18/04/2024;0011168167;13/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;731150001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63415;1;11/09/2023;0010818200;26/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;634150001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63414;1;11/09/2023;0010819369;26/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;634140001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63412;1;11/09/2023;0010830178;01/09/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;634120001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63413;1;11/09/2023;0010826324;30/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 12 MM;0001;634130001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60108;1;10/08/2023;0010795071;09/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 15 MM;0001;601080001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60894;1;11/09/2023;0010832323;02/09/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 15 MM;0001;608940001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;78147;1;31/05/2024;0011242770;31/05/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 15 MM;0001;781470001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;70465;1;18/03/2024;0011123222;18/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 15 MM;0001;704650001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;56118;1;27/06/2023;0010714787;09/06/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 18 MM;0001;561180001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60116;1;05/01/2024;0010805829;17/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 18 MM;0001;601160001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60112;1;28/08/2023;0010821566;27/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 18 MM;0001;601120001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;73128;1;04/03/2024;0011051638;02/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 18 MM;0001;731280001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;73127;1;02/02/2024;0011051638;02/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 18 MM;0001;731270001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;67298;1;22/01/2024;0011031409;22/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 22 MM;0001;672980001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;47757;1;01/02/2022;0010046261;04/12/2021;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 22 MM;0001;477570001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;59602;1;02/08/2023;0010757365;09/07/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 22 MM;0001;596020001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63466;1;22/01/2024;0011031356;20/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 22 MM;0001;634660001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;78157;1;19/06/2024;0011266647;16/06/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;781570001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;78156;1;19/06/2024;0011266647;16/06/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;781560001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;59606;1;02/08/2023;0010762432;13/07/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;596060001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;83053;1;30/08/2024;0011363668;18/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;830530001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;83052;1;09/10/2024;0011442688;06/10/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;830520001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;59607;1;02/08/2023;0010718122;12/06/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;596070001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;67305;1;09/02/2024;0011047261;30/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;673050001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63459;1;05/01/2024;0010805828;16/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;634590001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63458;1;11/09/2023;0010814755;23/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;634580001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72333;1;05/04/2024;0011148980;31/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;723330001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72335;1;28/03/2024;0011139478;28/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;723350001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72334;1;05/04/2024;0011148980;31/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;723340001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60898;1;02/08/2023;0010762432;13/07/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;608980001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72332;1;03/04/2024;0011199358;03/05/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 30 MM;0001;723320001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82422;1;30/08/2024;0011360877;17/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;824220001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;83317;1;20/08/2024;0011360877;17/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;833170001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82422;2;20/08/2024;0011360877;17/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0002;824220002;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72923;1;05/04/2024;0011146323;31/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;729230001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72925;1;05/02/2024;0011055958;03/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;729250001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72924;1;05/04/2024;0011146323;31/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;729240001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;83287;1;20/08/2024;0011360877;17/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 34 MM;0001;832870001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;65644;1;14/02/2024;0011061241;08/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 38 MM;0001;656440001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;72931;1;28/03/2024;0011139481;28/03/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 38 MM;0001;729310001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;67310;1;14/02/2024;0011061241;08/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.0 X 38 MM;0001;673100001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;93463;1;03/07/2025;0226867958;25/04/2025;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;934630001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49653;1;27/07/2022;0010299175;05/07/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;496530001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63048;1;05/01/2024;0010809706;18/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;630480001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49630;1;14/07/2022;0010299175;05/07/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;496300001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;58448;1;19/07/2023;0010764492;15/07/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;584480001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;58449;1;19/07/2023;0010764492;15/07/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 12 MM;0001;584490001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;67311;1;14/08/2023;0010795981;10/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 15 MM;0001;673110001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;50477;1;04/11/2022;0010419794;18/10/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 15 MM;0001;504770001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60126;1;06/10/2023;0010863862;24/09/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 18 MM;0001;601260001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;58456;1;05/01/2024;0010863862;24/09/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 18 MM;0001;584560001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60902;1;25/08/2023;0010697471;28/05/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 22 MM;0001;609020001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49517;1;16/08/2022;0010341035;13/08/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 26 MM;0001;495170001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49515;1;19/01/2024;0010257361;24/05/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 26 MM;0001;495150001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49518;1;09/09/2022;0010341035;13/08/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 26 MM;0001;495180001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;80165;1;23/09/2024;0011389619;03/09/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 26 MM;0001;801650001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;80499;1;21/02/2024;0011081841;21/02/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 26 MM;0001;804990001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;58463;1;31/05/2023;0010701249;29/05/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0001;584630001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82426;3;23/01/2024;0011033758;23/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0003;824260003;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;6;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0006;824270006;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;5;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0005;824270005;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;4;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0004;824270004;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;3;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0003;824270003;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;2;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0002;824270002;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82427;1;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0001;824270001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;78283;1;25/10/2023;0010904303;20/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0001;782830001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;45380;1;04/03/2022;0010083878;07/01/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0001;453800001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82426;4;01/02/2024;0011033758;23/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0004;824260004;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;82426;5;01/02/2024;0011033758;23/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0005;824260005;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;55819;1;27/03/2023;0010610477;23/03/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;4.5 X 30 MM;0001;558190001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;50203;1;18/11/2022;0010379888;16/09/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 12 MM;0001;502030001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49548;1;17/10/2022;0010379888;16/09/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 12 MM;0001;495480001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63076;1;10/11/2023;0010893509;15/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 12 MM;0001;630760001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;92803;1;25/02/2025;0011653373;23/02/2025;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 12 MM;0001;928030001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;68723;1;22/01/2024;0011033763;21/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 12 MM;0001;687230001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49633;1;04/11/2022;0010346759;19/08/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 15 MM;0001;496330001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;57616;1;18/11/2022;0010461241;18/11/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 15 MM;0001;576160001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;57515;1;30/12/2022;0010491159;11/12/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 15 MM;0001;575150001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;50205;1;09/09/2022;0010346759;19/08/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 15 MM;0001;502050001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;52082;1;18/11/2022;0010424860;21/10/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 15 MM;0001;520820001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;60130;1;12/06/2023;0010601507;12/03/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 18 MM;0001;601300001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;52086;1;18/11/2022;0010464968;22/11/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 18 MM;0001;520860001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;69822;1;08/04/2024;0011153716;06/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 18 MM;0001;698220001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49522;1;13/09/2022;0010334677;07/08/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 18 MM;0001;495220001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;45384;1;25/02/2022;0010150949;24/02/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 22 MM;0001;453840001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;49526;1;14/07/2022;0010299169;04/07/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 22 MM;0001;495260001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;52021;1;14/07/2022;0010299169;04/07/2022;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 22 MM;0001;520210001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;65587;1;29/01/2024;0011005060;05/01/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 22 MM;0001;655870001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63094;1;14/08/2023;0010797886;11/08/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 26 MM;0001;630940001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;46259;1;04/03/2022;0010005314;06/11/2021;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 26 MM;0001;462590001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;78275;1;13/08/2024;0011354633;11/08/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 26 MM;0001;782750001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;77220;1;23/04/2024;0011177589;19/04/2024;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 26 MM;0001;772200001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;77221;1;03/10/2023;0010873992;01/10/2023;STENT CORONARIO RESOLUTE ONYX CON SISTEMA SINUSOIDAL;5.0 X 30 MM;0001;772210001;CORONARIO;STENT CORONARIO
MATERIAL VENCIDO FEMANI;63973;1;08/11/2024;B295572;08/11/2024;STENT EXPANDIBLE POR BALON VISI PRO;10 X 17 MM X 135 CM;0001;639730001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;79299;1;11/04/2025;B367940;11/04/2025;STENT EXPANDIBLE POR BALON VISI PRO;10 X 17 MM X 135 CM;0001;792990001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;83892;3;17/11/2025;B478830;15/11/2025;STENT EXPANDIBLE POR BALON VISI PRO;10 X 57 MM X 135 CM;0003;838920003;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;71125;1;19/02/2024;B163638;19/02/2024;STENT EXPANDIBLE POR BALON VISI PRO;5.0 X 57 MM X 135 CM;0001;711250001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;59105;1;17/02/2023;A967542;28/01/2023;STENT EXPANDIBLE POR BALON VISI PRO;7 X 27 MM X 135 CM;0001;591050001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;74375;1;27/04/2023;A991046;11/03/2023;STENT EXPANDIBLE POR BALON VISI PRO;7 X 57 MM X 135 CM;0001;743750001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;76789;1;11/11/2025;B471792;02/11/2025;STENT EXPANDIBLE POR BALON VISI PRO;8 X 17 MM X 135 CM;0001;767890001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;84215;1;11/11/2025;B474137;06/11/2025;STENT EXPANDIBLE POR BALON VISI PRO;9 X 17 MM X 135 CM;0001;842150001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;69548;1;17/02/2023;A979487;19/02/2023;STENT EXPANDIBLE POR BALON VISI PRO;9 X 27 MM X 135 CM;0001;695480001;PERIFERICO;VISI PRO
MATERIAL VENCIDO FEMANI;68091;1;11/04/2025;B367163;10/04/2025;STENT VENOSO ABRE;10 X 100 MM 90 CM;0001;680910001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;93454;1;28/10/2025;B454164;28/09/2025;STENT VENOSO ABRE;10 X 100 MM 90 CM;0001;934540001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;50726;1;30/12/2022;A947382;12/12/2022;STENT VENOSO ABRE;10 X 120 MM 90 CM;0001;507260001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;57462;1;29/01/2024;B151644;26/01/2024;STENT VENOSO ABRE;10 X 150 MM 90 CM;0001;574620001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;71062;1;26/03/2024;B181544;25/03/2024;STENT VENOSO ABRE;10 X 150 MM 90 CM;0001;710620001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;71061;1;07/03/2025;B347063;01/03/2025;STENT VENOSO ABRE;10 X 150 MM 90 CM;0001;710610001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;86249;1;12/09/2025;B444632;11/09/2025;STENT VENOSO ABRE;10 X 40 MM 90 CM;0001;862490001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;45552;1;28/04/2022;A816293;16/04/2022;STENT VENOSO ABRE;10 X 40 MM 90 CM;0001;455520001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;44846;1;28/04/2022;A816367;16/04/2022;STENT VENOSO ABRE;10 X 60 MM 90 CM;0001;448460001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;39790;1;07/06/2022;A835153;20/05/2022;STENT VENOSO ABRE;10 X 80 MM 90 CM;0001;397900001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;77830;2;28/10/2025;B466296;20/10/2025;STENT VENOSO ABRE;12 X 120 MM 90 CM;0002;778300002;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;93326;1;28/10/2025;B467216;23/10/2025;STENT VENOSO ABRE;12 X 150 MM 90 CM;0001;933260001;PERIFERICO;ABRE
MATERIAL VENCIDO FEMANI;57445;1;20/07/2022;A860224;07/07/2022;STENT VENOSO ABRE;14 X 120 MM 90 CM;0001;574450001;PERIFERICO;ABRE
